MP,FG%,3P%,2P%,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PO_1._R,PO_2._R,Conf._Fin,Finals,Champion,Age,MOV,SOS,FTr,3PAr,TS%,W_pct,PW_pct
241.1,0.448,0.362,0.466,0.742,10.7,32.5,43.2,22.0,8.0,5.2,11.2,17.5,93.6,1.0,1.0,0.0,0.0,0.0,24.9,4.24,-0.65,0.217,0.175,0.511,0.5303030303030303,0.6515151515151515
240.8,0.425,0.342,0.457,0.777,11.9,28.5,40.3,19.9,7.5,3.9,15.1,19.2,93.1,0.0,0.0,0.0,0.0,0.0,26.1,-5.98,-0.39,0.269,0.278,0.516,0.3333333333333333,0.2878787878787879
241.9,0.422,0.346,0.446,0.716,12.7,29.5,42.3,19.8,7.1,4.0,15.4,20.0,93.0,0.0,0.0,0.0,0.0,0.0,26.0,-7.2,-0.14,0.307,0.238,0.505,0.3181818181818182,0.2575757575757575
241.5,0.46,0.367,0.483,0.778,7.7,31.1,38.8,23.6,7.5,5.5,14.8,19.9,91.8,1.0,1.0,1.0,0.0,0.0,29.3,2.52,-0.26,0.257,0.194,0.535,0.5909090909090909,0.5909090909090909
241.9,0.438,0.346,0.457,0.752,11.7,28.5,40.3,18.7,7.0,4.2,15.7,19.6,90.9,0.0,0.0,0.0,0.0,0.0,26.3,-4.79,-0.4,0.279,0.175,0.51,0.3787878787878788,0.3333333333333333
241.9,0.44,0.34,0.467,0.77,10.6,31.4,42.0,20.9,6.5,4.9,15.2,23.2,90.7,0.0,0.0,0.0,0.0,0.0,25.7,-3.3,-0.36,0.274,0.209,0.518,0.3484848484848485,0.3787878787878788
241.5,0.451,0.333,0.472,0.757,11.0,30.2,41.1,20.7,7.4,4.8,15.5,20.1,89.6,0.0,0.0,0.0,0.0,0.0,25.5,-3.76,0.65,0.274,0.152,0.517,0.3181818181818182,0.3636363636363636
240.8,0.414,0.295,0.439,0.746,10.3,28.7,39.0,20.1,6.0,5.5,14.5,18.9,87.0,0.0,0.0,0.0,0.0,0.0,24.5,-13.91,-0.05,0.276,0.169,0.483,0.106060606060606,0.106060606060606
242.7,0.478,0.343,0.516,0.701,13.3,31.7,45.0,24.4,9.3,6.5,15.3,20.5,106.1,1.0,0.0,0.0,0.0,0.0,26.1,5.09,0.28,0.308,0.217,0.549,0.6951219512195121,0.6707317073170732
241.2,0.461,0.366,0.511,0.754,11.1,32.3,43.4,23.2,8.3,4.4,16.4,20.3,106.0,1.0,0.0,0.0,0.0,0.0,24.4,3.48,0.22,0.308,0.349,0.564,0.5487804878048781,0.6097560975609756
241.8,0.481,0.377,0.514,0.828,10.4,33.2,43.6,21.4,8.3,7.6,15.3,20.2,105.7,1.0,1.0,0.0,0.0,0.0,26.0,9.21,-0.06,0.338,0.244,0.58,0.7317073170731707,0.7804878048780488
242.4,0.481,0.376,0.519,0.791,8.1,33.2,41.3,25.1,8.5,5.4,14.7,17.4,103.0,1.0,1.0,1.0,1.0,0.0,28.6,6.4,0.27,0.258,0.264,0.568,0.7073170731707317,0.7073170731707317
242.4,0.496,0.396,0.536,0.754,8.2,30.4,38.6,23.0,8.7,5.4,13.9,18.7,102.9,1.0,1.0,1.0,1.0,1.0,30.3,7.87,-0.84,0.297,0.285,0.588,0.8048780487804879,0.7560975609756098
240.9,0.458,0.355,0.503,0.692,11.5,33.3,44.8,22.2,7.0,5.2,15.0,17.9,102.2,1.0,0.0,0.0,0.0,0.0,30.7,1.16,0.32,0.345,0.303,0.548,0.5487804878048781,0.5365853658536586
241.5,0.458,0.403,0.475,0.79,10.8,34.2,45.0,22.5,6.9,4.2,15.1,21.4,101.2,1.0,1.0,0.0,0.0,0.0,25.3,0.89,0.42,0.255,0.239,0.545,0.573170731707317,0.5365853658536586
240.6,0.478,0.358,0.522,0.711,11.4,30.2,41.6,23.9,9.6,5.6,14.6,20.9,101.1,1.0,0.0,0.0,0.0,0.0,28.8,6.45,-0.02,0.286,0.265,0.557,0.6829268292682927,0.7195121951219512
243.7,0.462,0.372,0.489,0.793,9.4,32.6,41.9,23.2,7.9,5.5,14.0,20.7,101.1,0.0,0.0,0.0,0.0,0.0,29.5,-0.6,0.36,0.242,0.236,0.544,0.5,0.4756097560975609
241.8,0.447,0.363,0.474,0.769,11.5,29.1,40.6,20.8,8.2,4.2,14.6,20.9,100.2,0.0,0.0,0.0,0.0,0.0,25.6,-4.88,0.62,0.271,0.243,0.532,0.3414634146341463,0.3414634146341463
240.6,0.448,0.376,0.487,0.759,10.9,29.7,40.6,19.3,8.2,3.6,12.0,20.1,100.0,1.0,1.0,0.0,0.0,0.0,30.2,4.23,-0.5,0.258,0.354,0.55,0.6585365853658537,0.6463414634146342
241.8,0.435,0.36,0.457,0.736,13.0,30.9,44.0,22.9,8.4,6.7,14.1,19.0,98.9,1.0,0.0,0.0,0.0,0.0,26.4,-1.5,-0.33,0.236,0.232,0.51,0.4634146341463415,0.4512195121951219
242.4,0.454,0.366,0.477,0.764,12.1,30.0,42.0,22.7,8.4,6.3,14.8,21.3,98.0,0.0,0.0,0.0,0.0,0.0,26.3,-0.09,0.38,0.281,0.206,0.533,0.524390243902439,0.5
242.1,0.464,0.371,0.501,0.715,9.2,31.6,40.9,24.5,8.1,4.5,14.9,18.0,98.0,1.0,0.0,0.0,0.0,0.0,27.1,0.4,-0.48,0.244,0.286,0.546,0.5365853658536586,0.5121951219512195
242.1,0.448,0.353,0.486,0.776,10.7,30.2,40.8,21.8,6.6,4.3,14.7,18.5,97.5,0.0,0.0,0.0,0.0,0.0,24.4,-3.17,0.65,0.25,0.284,0.536,0.4024390243902439,0.3902439024390244
243.7,0.446,0.343,0.48,0.788,10.6,29.6,40.2,21.5,7.3,4.8,13.7,22.4,97.2,0.0,0.0,0.0,0.0,0.0,25.4,-1.48,-0.48,0.274,0.249,0.532,0.4146341463414634,0.4512195121951219
242.1,0.45,0.357,0.484,0.731,12.8,30.0,42.8,20.3,7.3,4.8,14.7,18.3,96.9,1.0,0.0,0.0,0.0,0.0,28.6,1.78,-0.53,0.299,0.269,0.536,0.5975609756097561,0.5609756097560976
244.9,0.465,0.358,0.494,0.776,8.1,31.3,39.3,22.8,8.2,4.5,14.6,21.2,96.5,1.0,0.0,0.0,0.0,0.0,29.1,-0.22,-0.4,0.263,0.215,0.542,0.5061728395061729,0.4938271604938271
240.6,0.434,0.346,0.46,0.756,12.2,28.8,41.0,20.7,7.9,4.1,14.0,21.2,96.5,0.0,0.0,0.0,0.0,0.0,24.1,-4.68,-0.19,0.265,0.229,0.514,0.2926829268292683,0.3414634146341463
240.6,0.439,0.305,0.477,0.742,11.9,30.2,42.0,22.4,8.5,4.7,14.8,18.4,95.7,0.0,0.0,0.0,0.0,0.0,26.4,-2.37,0.54,0.305,0.22,0.516,0.3780487804878049,0.4146341463414634
241.5,0.443,0.33,0.473,0.744,11.7,29.9,41.6,22.6,8.0,5.3,15.6,20.6,95.2,0.0,0.0,0.0,0.0,0.0,26.9,-6.46,0.71,0.234,0.21,0.512,0.3048780487804878,0.2804878048780488
241.5,0.449,0.356,0.474,0.699,12.1,30.0,42.1,21.2,7.0,4.9,15.1,19.8,94.9,0.0,0.0,0.0,0.0,0.0,25.3,-3.99,-0.34,0.282,0.217,0.521,0.3536585365853658,0.3536585365853658
241.9,0.436,0.347,0.465,0.746,12.9,33.0,45.9,20.3,7.2,6.3,15.1,20.0,94.7,1.0,1.0,1.0,0.0,0.0,25.7,4.02,-0.69,0.293,0.245,0.521,0.6049382716049383,0.6419753086419753
241.2,0.448,0.363,0.473,0.776,12.0,29.6,41.6,21.0,6.3,5.4,14.5,20.4,94.1,0.0,0.0,0.0,0.0,0.0,24.0,-3.87,0.75,0.248,0.224,0.528,0.3292682926829268,0.3658536585365853
241.2,0.448,0.329,0.482,0.755,10.9,31.9,42.7,22.8,6.4,4.4,14.5,19.4,94.1,0.0,0.0,0.0,0.0,0.0,24.6,-6.99,-0.14,0.197,0.223,0.514,0.2439024390243902,0.2682926829268293
241.5,0.444,0.345,0.463,0.773,12.9,29.8,42.7,20.9,8.6,5.3,14.0,20.2,93.4,1.0,1.0,1.0,0.0,0.0,27.0,4.15,0.18,0.261,0.166,0.514,0.6829268292682927,0.6585365853658537
241.5,0.425,0.335,0.448,0.75,11.2,29.1,40.3,19.4,7.2,5.8,14.1,19.0,93.4,0.0,0.0,0.0,0.0,0.0,24.4,-9.23,-0.06,0.31,0.21,0.507,0.2560975609756097,0.2073170731707317
240.9,0.444,0.36,0.466,0.729,10.9,30.4,41.3,22.8,7.4,4.7,13.0,18.4,93.2,0.0,0.0,0.0,0.0,0.0,25.2,-3.34,-0.17,0.2,0.209,0.509,0.4146341463414634,0.3780487804878049
241.8,0.437,0.353,0.456,0.773,12.5,30.7,43.2,23.0,7.2,5.1,14.3,19.7,93.2,1.0,1.0,0.0,0.0,0.0,28.0,0.32,-0.33,0.259,0.189,0.512,0.5487804878048781,0.5121951219512195
242.1,0.435,0.365,0.455,0.733,10.8,32.3,43.2,21.6,7.3,4.6,15.1,20.5,93.2,0.0,0.0,0.0,0.0,0.0,25.4,-2.54,-0.25,0.261,0.223,0.512,0.3536585365853658,0.4024390243902439
240.9,0.474,0.352,0.525,0.73,10.5,32.5,43.0,24.6,8.6,4.8,13.9,21.5,107.9,1.0,1.0,0.0,0.0,0.0,28.1,6.98,0.3,0.353,0.291,0.567,0.6951219512195121,0.7195121951219512
241.8,0.472,0.358,0.529,0.712,11.2,34.1,45.3,21.4,7.6,5.6,16.1,20.4,107.7,1.0,0.0,0.0,0.0,0.0,25.4,4.56,0.5,0.386,0.33,0.571,0.6585365853658537,0.6463414634146342
242.1,0.444,0.341,0.478,0.778,12.5,32.2,44.7,23.9,8.8,3.6,13.9,18.3,106.9,0.0,0.0,0.0,0.0,0.0,26.3,2.67,0.43,0.321,0.245,0.535,0.4878048780487805,0.5853658536585366
242.1,0.45,0.372,0.481,0.815,12.5,34.0,46.4,23.2,5.5,4.7,13.7,19.2,106.7,1.0,1.0,0.0,0.0,0.0,25.8,3.99,0.45,0.27,0.29,0.548,0.6585365853658537,0.6341463414634146
241.5,0.471,0.361,0.512,0.806,10.8,33.9,44.7,21.9,8.3,6.1,15.3,22.7,106.2,1.0,1.0,1.0,0.0,0.0,26.2,6.34,0.32,0.303,0.271,0.566,0.7195121951219512,0.7073170731707317
240.9,0.486,0.397,0.517,0.785,9.3,34.0,43.3,25.2,7.4,5.1,14.4,18.2,105.4,1.0,1.0,1.0,1.0,1.0,28.9,7.72,0.28,0.24,0.257,0.571,0.7560975609756098,0.7439024390243902
240.9,0.463,0.372,0.503,0.758,11.3,31.7,43.0,19.1,8.4,4.6,15.3,21.9,105.2,0.0,0.0,0.0,0.0,0.0,26.2,2.63,0.39,0.293,0.3,0.558,0.5853658536585366,0.5853658536585366
241.8,0.474,0.384,0.508,0.795,10.2,30.7,40.9,23.6,8.6,4.3,13.5,20.0,104.8,1.0,0.0,0.0,0.0,0.0,30.6,2.4,0.5,0.253,0.274,0.564,0.5975609756097561,0.5853658536585366
240.9,0.447,0.358,0.481,0.726,12.3,33.1,45.4,22.4,7.5,5.6,15.9,23.0,104.4,0.0,0.0,0.0,0.0,0.0,26.0,-2.15,0.75,0.306,0.278,0.536,0.4390243902439024,0.4268292682926829
241.8,0.462,0.38,0.496,0.753,10.9,34.4,45.3,23.3,7.8,5.0,15.2,21.8,104.3,1.0,0.0,0.0,0.0,0.0,26.3,4.8,0.34,0.247,0.291,0.55,0.6219512195121951,0.6585365853658537
240.3,0.45,0.381,0.478,0.757,9.1,32.0,41.0,24.5,7.5,5.4,15.1,19.8,103.0,0.0,0.0,0.0,0.0,0.0,26.8,-6.29,0.96,0.263,0.291,0.542,0.3292682926829268,0.3048780487804878
242.4,0.501,0.364,0.558,0.76,7.6,29.2,36.9,22.5,8.9,4.5,14.8,19.5,102.2,1.0,1.0,1.0,1.0,0.0,30.6,4.76,-0.61,0.3,0.292,0.59,0.6585365853658537,0.6585365853658537
243.4,0.445,0.372,0.475,0.782,11.4,31.1,42.5,21.2,7.0,4.2,14.1,23.0,101.3,1.0,0.0,0.0,0.0,0.0,25.6,3.24,-0.69,0.306,0.285,0.545,0.5853658536585366,0.6097560975609756
241.8,0.458,0.363,0.502,0.781,8.7,31.3,40.0,24.9,8.3,4.0,15.3,19.2,101.0,1.0,0.0,0.0,0.0,0.0,27.5,-0.48,-0.4,0.266,0.316,0.554,0.4634146341463415,0.4878048780487805
241.2,0.447,0.321,0.483,0.67,14.6,30.8,45.4,20.9,8.4,4.8,14.5,20.3,101.0,0.0,0.0,0.0,0.0,0.0,24.7,-3.66,-0.48,0.296,0.222,0.514,0.3536585365853658,0.3780487804878049
244.6,0.459,0.38,0.485,0.731,10.8,31.4,42.2,23.3,8.1,4.6,14.7,20.4,100.7,1.0,1.0,0.0,0.0,0.0,26.3,1.27,-0.79,0.248,0.246,0.538,0.5365853658536586,0.5487804878048781
241.8,0.447,0.333,0.479,0.759,12.1,32.4,44.5,18.9,7.2,3.9,15.2,22.5,100.5,0.0,0.0,0.0,0.0,0.0,24.9,-2.9,0.82,0.331,0.218,0.532,0.3414634146341463,0.4024390243902439
242.1,0.459,0.373,0.479,0.769,11.4,30.3,41.7,21.3,7.9,6.4,13.8,22.6,99.7,0.0,0.0,0.0,0.0,0.0,24.3,-2.71,0.73,0.286,0.193,0.537,0.4146341463414634,0.4024390243902439
242.1,0.435,0.312,0.477,0.71,11.6,31.2,42.7,21.8,9.3,4.0,16.9,22.5,99.5,0.0,0.0,0.0,0.0,0.0,23.4,-10.45,-0.21,0.268,0.258,0.51,0.2317073170731707,0.1951219512195122
242.1,0.449,0.372,0.482,0.761,10.6,29.7,40.3,20.0,7.7,4.5,13.0,22.1,98.6,0.0,0.0,0.0,0.0,0.0,28.3,-0.79,-0.61,0.248,0.302,0.541,0.4512195121951219,0.4756097560975609
242.4,0.459,0.369,0.497,0.753,8.8,29.4,38.1,20.9,8.6,3.8,14.5,21.7,98.5,1.0,1.0,0.0,0.0,0.0,30.0,-1.0,-0.58,0.313,0.301,0.555,0.5365853658536586,0.4634146341463415
243.0,0.437,0.356,0.461,0.751,12.1,32.1,44.1,21.2,7.1,3.7,14.2,20.0,98.2,0.0,0.0,0.0,0.0,0.0,24.9,-3.29,-0.57,0.268,0.236,0.518,0.4024390243902439,0.3902439024390244
242.7,0.442,0.351,0.468,0.737,9.5,33.2,42.7,21.7,6.1,5.1,12.3,18.2,96.9,1.0,0.0,0.0,0.0,0.0,25.5,-0.22,-0.67,0.297,0.219,0.522,0.524390243902439,0.4878048780487805
241.2,0.449,0.357,0.477,0.779,10.2,34.5,44.7,20.1,6.7,5.4,15.1,20.4,96.7,1.0,1.0,1.0,0.0,0.0,27.2,4.4,-0.77,0.29,0.235,0.535,0.6829268292682927,0.6585365853658537
243.4,0.445,0.353,0.474,0.763,9.7,32.4,42.0,21.0,7.7,4.3,14.9,20.5,96.5,0.0,0.0,0.0,0.0,0.0,24.6,-5.44,-0.44,0.253,0.235,0.525,0.2804878048780488,0.3170731707317073
240.6,0.435,0.333,0.47,0.777,12.0,30.5,42.5,21.0,7.1,4.2,15.4,21.3,96.2,0.0,0.0,0.0,0.0,0.0,25.4,-4.46,-0.51,0.248,0.251,0.517,0.3048780487804878,0.3414634146341463
241.5,0.464,0.353,0.487,0.741,11.6,30.8,42.4,21.9,7.7,4.6,13.7,19.1,96.1,1.0,0.0,0.0,0.0,0.0,28.5,1.57,0.61,0.248,0.171,0.529,0.6097560975609756,0.5609756097560976
242.4,0.438,0.353,0.464,0.747,11.8,29.3,41.1,21.5,6.6,4.9,15.1,20.9,95.5,0.0,0.0,0.0,0.0,0.0,24.7,-8.18,-0.23,0.274,0.231,0.519,0.1829268292682926,0.2439024390243902
241.2,0.444,0.344,0.474,0.747,11.0,30.2,41.2,20.3,7.0,4.5,14.6,20.7,95.0,0.0,0.0,0.0,0.0,0.0,24.5,-7.17,0.91,0.271,0.237,0.523,0.3048780487804878,0.2682926829268293
243.0,0.432,0.348,0.456,0.779,11.4,32.7,44.1,22.7,7.2,5.2,14.9,19.1,93.7,1.0,0.0,0.0,0.0,0.0,28.6,1.85,-0.66,0.29,0.222,0.518,0.5853658536585366,0.573170731707317
240.6,0.478,0.398,0.514,0.768,10.4,34.3,44.7,27.4,9.3,6.0,14.5,19.9,110.0,1.0,1.0,1.0,1.0,1.0,26.6,10.1,-0.09,0.239,0.311,0.571,0.8170731707317073,0.7926829268292683
240.6,0.473,0.376,0.519,0.71,9.6,33.1,42.6,24.8,7.8,5.0,12.3,21.3,106.7,1.0,1.0,0.0,0.0,0.0,28.8,6.59,0.22,0.303,0.322,0.565,0.6829268292682927,0.7073170731707317
242.4,0.463,0.352,0.509,0.752,10.5,31.8,42.3,22.5,8.1,4.5,13.0,20.0,105.2,1.0,0.0,0.0,0.0,0.0,29.9,2.9,0.46,0.262,0.296,0.55,0.6097560975609756,0.5975609756097561
241.8,0.447,0.339,0.486,0.754,12.8,34.7,47.5,20.5,7.3,5.5,14.7,22.3,104.0,0.0,0.0,0.0,0.0,0.0,25.4,2.18,0.28,0.284,0.262,0.532,0.5487804878048781,0.573170731707317
242.1,0.455,0.352,0.499,0.787,10.7,30.8,41.5,20.7,7.5,4.4,12.9,20.9,104.0,1.0,0.0,0.0,0.0,0.0,26.1,3.07,-0.62,0.295,0.302,0.553,0.5975609756097561,0.5975609756097561
241.5,0.444,0.348,0.506,0.715,11.7,32.0,43.7,22.2,9.5,5.0,16.7,22.0,103.9,1.0,1.0,1.0,0.0,0.0,27.6,3.44,0.38,0.312,0.392,0.548,0.6829268292682927,0.6097560975609756
243.4,0.468,0.367,0.505,0.78,9.8,33.8,43.6,24.4,8.0,5.4,14.0,19.1,103.2,1.0,0.0,0.0,0.0,0.0,29.8,6.2,0.14,0.256,0.269,0.555,0.6707317073170732,0.7073170731707317
241.2,0.458,0.367,0.504,0.751,11.1,31.9,43.0,22.1,7.4,4.1,14.3,18.4,103.1,1.0,1.0,1.0,1.0,0.0,26.9,4.48,-0.4,0.287,0.334,0.557,0.6463414634146342,0.6463414634146342
242.1,0.45,0.362,0.491,0.801,10.7,35.1,45.9,21.9,6.4,4.5,13.6,18.2,102.8,1.0,0.0,0.0,0.0,0.0,27.0,4.23,0.18,0.225,0.316,0.544,0.6219512195121951,0.6463414634146342
240.6,0.466,0.38,0.506,0.778,8.7,31.8,40.6,25.7,9.1,4.6,14.2,17.8,102.5,1.0,1.0,1.0,0.0,0.0,27.8,5.43,-0.68,0.259,0.321,0.563,0.7317073170731707,0.6829268292682927
242.4,0.452,0.341,0.497,0.76,10.9,32.2,43.2,20.2,8.5,4.7,15.1,21.3,102.4,0.0,0.0,0.0,0.0,0.0,25.7,-0.9,0.52,0.251,0.291,0.537,0.4756097560975609,0.4634146341463415
242.4,0.433,0.325,0.476,0.734,12.3,32.4,44.7,21.8,7.8,4.5,14.2,23.0,101.5,0.0,0.0,0.0,0.0,0.0,26.4,-3.55,0.48,0.278,0.284,0.518,0.3658536585365853,0.3780487804878049
242.4,0.443,0.327,0.488,0.754,11.1,32.7,43.8,24.5,8.2,3.6,13.8,21.2,101.4,1.0,0.0,0.0,0.0,0.0,25.0,0.16,-0.56,0.233,0.28,0.523,0.4878048780487805,0.5
242.1,0.455,0.341,0.484,0.762,10.9,33.3,44.2,20.3,6.7,4.0,16.3,20.7,101.3,0.0,0.0,0.0,0.0,0.0,26.0,-3.71,0.64,0.363,0.204,0.542,0.3536585365853658,0.3780487804878049
242.4,0.442,0.353,0.474,0.783,11.7,34.0,45.7,21.7,6.3,5.8,14.0,18.2,100.8,1.0,1.0,0.0,0.0,0.0,28.8,3.0,-0.46,0.304,0.269,0.536,0.6097560975609756,0.6097560975609756
241.2,0.457,0.37,0.484,0.751,11.5,32.0,43.5,22.0,6.7,6.2,13.3,18.7,99.4,1.0,0.0,0.0,0.0,0.0,25.3,0.79,0.34,0.263,0.233,0.537,0.5487804878048781,0.524390243902439
243.4,0.462,0.36,0.488,0.742,10.5,34.2,44.7,24.0,7.3,4.6,15.0,20.8,98.5,1.0,1.0,0.0,0.0,0.0,28.6,0.72,-0.55,0.259,0.203,0.534,0.5609756097560976,0.524390243902439
243.0,0.435,0.344,0.461,0.741,11.6,32.3,43.9,20.9,7.0,4.5,13.2,21.2,98.5,0.0,0.0,0.0,0.0,0.0,27.0,-6.84,0.67,0.276,0.22,0.513,0.2560975609756097,0.2804878048780488
241.8,0.432,0.344,0.468,0.703,12.8,32.1,44.9,21.6,7.6,4.7,13.4,19.0,98.5,0.0,0.0,0.0,0.0,0.0,25.9,-1.0,-0.39,0.261,0.29,0.515,0.3902439024390244,0.4634146341463415
242.7,0.458,0.339,0.485,0.773,10.4,32.1,42.6,21.7,8.5,4.2,13.3,19.1,98.3,1.0,1.0,0.0,0.0,0.0,29.6,3.24,0.38,0.276,0.184,0.531,0.6707317073170732,0.6097560975609756
243.0,0.451,0.331,0.489,0.748,10.3,32.0,42.4,20.9,7.0,4.1,13.8,19.3,98.0,1.0,0.0,0.0,0.0,0.0,28.6,-2.88,-0.25,0.267,0.24,0.529,0.4634146341463415,0.4024390243902439
241.5,0.438,0.332,0.461,0.776,11.6,29.3,40.9,21.6,8.1,4.0,15.0,19.2,97.8,0.0,0.0,0.0,0.0,0.0,24.4,-8.79,0.79,0.309,0.179,0.517,0.1951219512195122,0.2317073170731707
243.0,0.459,0.363,0.486,0.757,10.7,31.4,42.1,23.6,9.6,4.9,16.7,22.1,97.8,1.0,0.0,0.0,0.0,0.0,24.6,0.43,-0.52,0.258,0.223,0.536,0.5,0.5121951219512195
242.1,0.439,0.352,0.469,0.756,10.4,34.4,44.9,21.4,6.2,4.6,14.0,21.2,97.3,0.0,0.0,0.0,0.0,0.0,28.3,0.28,-0.51,0.266,0.255,0.523,0.4634146341463415,0.5121951219512195
240.9,0.453,0.347,0.486,0.729,10.0,31.8,41.8,20.6,7.9,3.8,14.9,20.9,95.7,0.0,0.0,0.0,0.0,0.0,24.3,-5.72,-0.15,0.23,0.235,0.524,0.3048780487804878,0.3048780487804878
240.3,0.447,0.343,0.486,0.721,12.0,31.9,44.0,19.9,7.6,6.0,15.3,19.3,95.1,0.0,0.0,0.0,0.0,0.0,23.4,0.22,0.49,0.297,0.274,0.531,0.4634146341463415,0.5121951219512195
240.6,0.456,0.335,0.499,0.741,9.1,30.0,39.1,19.8,7.8,4.5,14.8,20.0,94.7,0.0,0.0,0.0,0.0,0.0,28.5,-2.6,-0.32,0.306,0.262,0.54,0.4512195121951219,0.4024390243902439
242.7,0.42,0.318,0.45,0.748,10.0,34.1,44.1,20.2,6.1,5.5,11.9,18.2,94.2,0.0,0.0,0.0,0.0,0.0,26.0,-3.17,-0.27,0.269,0.226,0.498,0.4024390243902439,0.3902439024390244
241.5,0.408,0.32,0.449,0.676,11.9,30.9,42.9,20.5,9.6,5.9,17.7,21.7,92.0,0.0,0.0,0.0,0.0,0.0,23.2,-8.98,-0.07,0.288,0.319,0.494,0.2195121951219512,0.2195121951219512
242.1,0.428,0.347,0.454,0.769,10.6,29.8,40.4,21.3,7.0,4.7,14.7,21.6,91.9,0.0,0.0,0.0,0.0,0.0,26.9,-9.32,-0.18,0.234,0.24,0.508,0.2073170731707317,0.2073170731707317
242.4,0.487,0.416,0.528,0.763,10.0,36.2,46.2,28.9,8.4,6.1,15.2,20.7,114.9,1.0,1.0,1.0,1.0,0.0,27.4,10.76,-0.38,0.25,0.362,0.593,0.8902439024390244,0.7926829268292683
241.8,0.476,0.349,0.524,0.782,13.1,35.6,48.6,23.0,7.4,5.9,15.9,20.6,110.2,1.0,1.0,1.0,0.0,0.0,25.8,7.28,-0.19,0.292,0.275,0.565,0.6707317073170732,0.7195121951219512
241.5,0.464,0.359,0.5,0.725,10.6,33.7,44.2,24.5,8.9,4.5,16.2,20.4,106.6,0.0,0.0,0.0,0.0,0.0,26.6,-2.48,0.16,0.295,0.26,0.546,0.4024390243902439,0.4146341463414634
241.8,0.452,0.347,0.514,0.694,11.3,31.7,43.1,22.2,10.0,5.2,15.9,21.8,106.5,1.0,0.0,0.0,0.0,0.0,27.8,0.2,0.14,0.352,0.37,0.553,0.5,0.5121951219512195
241.2,0.439,0.335,0.483,0.788,11.6,33.3,44.9,24.2,9.2,4.2,13.7,21.9,105.7,1.0,0.0,0.0,0.0,0.0,25.2,3.21,-0.37,0.264,0.293,0.531,0.5853658536585366,0.6097560975609756
241.5,0.45,0.37,0.49,0.754,11.6,33.9,45.5,21.3,6.9,4.6,14.6,21.7,105.1,1.0,1.0,0.0,0.0,0.0,24.3,0.83,0.15,0.268,0.332,0.548,0.5365853658536586,0.524390243902439
241.8,0.465,0.364,0.513,0.692,8.8,33.3,42.0,22.8,8.6,5.6,13.0,21.3,104.5,1.0,0.0,0.0,0.0,0.0,29.7,4.28,-0.15,0.318,0.324,0.556,0.6463414634146342,0.6463414634146342
242.1,0.46,0.362,0.514,0.748,10.6,33.9,44.5,22.7,6.7,3.9,13.6,20.3,104.3,1.0,1.0,1.0,1.0,1.0,28.1,6.0,-0.55,0.259,0.352,0.558,0.6951219512195121,0.6951219512195121
240.9,0.46,0.358,0.501,0.73,9.1,32.8,41.8,24.5,8.6,3.9,14.5,20.8,104.1,0.0,0.0,0.0,0.0,0.0,27.3,-0.5,0.0,0.263,0.282,0.544,0.5,0.4878048780487805
240.3,0.484,0.375,0.515,0.803,9.4,34.5,43.9,24.5,8.3,5.9,13.1,17.5,103.5,1.0,1.0,0.0,0.0,0.0,30.3,10.63,-0.36,0.246,0.223,0.564,0.8170731707317073,0.8170731707317073
242.1,0.439,0.362,0.479,0.79,9.0,35.0,43.9,21.7,7.3,5.3,12.6,18.1,103.4,1.0,0.0,0.0,0.0,0.0,26.0,2.72,-0.36,0.28,0.348,0.545,0.5853658536585366,0.5975609756097561
241.8,0.458,0.35,0.512,0.783,8.3,33.8,42.1,25.6,9.1,5.9,15.0,19.1,102.8,1.0,1.0,0.0,0.0,0.0,28.2,3.61,-0.12,0.237,0.336,0.552,0.5853658536585366,0.6219512195121951
241.2,0.451,0.37,0.483,0.777,10.2,33.2,43.4,18.7,7.8,5.5,13.1,19.6,102.7,1.0,1.0,1.0,0.0,0.0,26.3,4.5,-0.42,0.328,0.287,0.552,0.6829268292682927,0.6463414634146342
241.2,0.448,0.36,0.482,0.776,9.5,33.1,42.6,22.2,7.7,4.2,13.4,20.9,102.7,0.0,0.0,0.0,0.0,0.0,26.6,-3.79,0.24,0.259,0.277,0.537,0.3658536585365853,0.3780487804878049
242.4,0.464,0.338,0.496,0.792,10.0,31.5,41.6,23.4,8.0,4.6,15.0,20.7,102.4,0.0,0.0,0.0,0.0,0.0,24.6,-3.54,0.15,0.332,0.202,0.549,0.3536585365853658,0.3780487804878049
244.0,0.444,0.344,0.495,0.794,9.2,33.9,43.1,22.1,6.8,3.7,12.8,19.5,102.3,1.0,0.0,0.0,0.0,0.0,30.3,-0.3,0.29,0.265,0.339,0.544,0.5121951219512195,0.4878048780487805
242.4,0.45,0.351,0.486,0.764,10.3,33.9,44.2,21.2,9.0,4.8,14.9,20.0,102.2,1.0,0.0,0.0,0.0,0.0,26.9,1.71,-0.09,0.268,0.27,0.536,0.5487804878048781,0.5609756097560976
242.7,0.455,0.35,0.492,0.757,10.3,33.0,43.3,23.6,8.2,5.1,14.1,20.7,102.1,0.0,0.0,0.0,0.0,0.0,23.9,-1.62,-0.06,0.232,0.255,0.533,0.4268292682926829,0.4390243902439024
